fid,covid_testing,ecg_machine,ecg_wait,icu_beds,address,beds,city,country,county,id,latitude,longitude,name,state,status,telephone,type,ventilator,website,zip,total_ecg_machine,total_icu_beds,total_beds,total_ventilator
2162,-1,-1,-1,-1,"8220 SUMMA AVENUE",27,"BATON ROUGE",USA,"EAST BATON ROUGE",164170809,30.40042361,-91.10381709,"SAGE REHABILITATION INSTITUTE",LA,OPEN,"(225) 819-0703",REHABILITATION,-1,http://www.sage-rehab.org,70809,-1,-1,-1,-1
2163,-1,-1,-1,-1,"370 W. HICKORY STREET",10,BASTROP,USA,MOREHOUSE,160471220,32.77637613,-91.91945782,"STERLINGTON REHABILITATION HOSPITAL",LA,OPEN,"(318) 281-4531",REHABILITATION,-1,"NOT AVAILABLE",71220,-1,-1,-1,-1
2164,-1,-1,-1,-1,"937 FRANKLIN AVE",-999,LEMOORE,USA,KINGS,33,36.2642058,-119.8931341,"NAVAL HOSPITAL LEMOORE",CA,OPEN,"NOT AVAILABLE",MILITARY,-1,http://www.med.navy.mil/sites/nhlem/pages/index.aspx,93246,-1,-1,-1,-1
2165,-1,-1,-1,-1,"351 E TEMPLE ST",-999,"LOS ANGELES",USA,"LOS ANGELES",690012,34.05201504,-118.2384205,"LOS ANGELES AMBULATORY CARE CENTER",CA,OPEN,"(213) 253-2677",MILITARY,-1,http://www.losangeles.va.gov/,90012,-1,-1,-1,-1
2166,-1,-1,-1,-1,"9808 VENICE BLVD",16,"CULVER CITY",USA,"LOS ANGELES",58490232,34.02341366,-118.3979472,"EXODUS RECOVERY PHF",CA,OPEN,"(310) 237-0454",PSYCHIATRIC,-1,http://www.exodusrecoveryinc.com/phf.html,90232,-1,-1,-1,-1
2167,-1,-1,-1,-1,"2021 PERDIDO ST.",446,"NEW ORLEANS",USA,ORLEANS,28070112,29.96018576,-90.08194894,"UNIVERSITY MEDICAL CENTER NEW ORLEANS",LA,OPEN,"(504) 903-3000","GENERAL ACUTE CARE",-1,http://www.umcno.org/,70112,-1,-1,-1,-1
2168,-1,-1,-1,-1,"1710 BARTON ROAD",89,REDLANDS,USA,"SAN BERNARDINO",25792373,34.04943883,-117.2140831,"LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER",CA,OPEN,"NOT AVAILABLE",PSYCHIATRIC,-1,http://www.llu.edu,92373,-1,-1,-1,-1
2169,-1,-1,-1,-1,"250 PROSPECT PLACE",59,CORONADO,USA,"SAN DIEGO",42192118,32.6941428,-117.1685922,"SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.sharp.com,92118,-1,-1,-1,-1
2170,-1,-1,-1,-1,"3801 MIRANDA AVE",715,"PALO ALTO",USA,"SANTA CLARA",2894304,37.40535302,-122.1397846,"VA MEDICAL CENTER - PALO ALTO DIVISION",CA,OPEN,"(650) 493-5000",MILITARY,-1,http://www.paloalto.va.gov/,94304,-1,-1,-1,-1
2171,-1,-1,-1,-1,"302 SILVER AVENUE",391,"SAN FRANCISCO",USA,"SAN FRANCISCO",17694112,37.72777424,-122.430891,"JEWISH HOME",CA,OPEN,"NOT AVAILABLE",PSYCHIATRIC,-1,http://www.jhsf.org,94112,-1,-1,-1,-1
2172,-1,-1,-1,-1,"2425 GEARY BOULEVARD",247,"SAN FRANCISCO",USA,"SAN FRANCISCO",20194115,37.78228361,-122.4432534,"KAISER FND HOSP - SAN FRANCISCO",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.kaiserpermanente.org,94115,-1,-1,-1,-1
2173,-1,-1,-1,-1,"115 MALL DRIVE",142,HANFORD,USA,KINGS,193230,36.32363397,-119.6672235,"ADVENTIST MEDICAL CENTER HANFORD",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.adventisthealthcv.com/hospital_newhanfordhospital.aspx,93230,-1,-1,-1,-1
2174,-1,-1,-1,-1,"1911 JOHNSON AVENUE",103,"SAN LUIS OBISPO",USA,"SAN LUIS OBISPO",13893401,35.27793151,-120.6506414,"FRENCH HOSPITAL MEDICAL CENTER",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.frenchmedicalcenter.org,93401,-1,-1,-1,-1
2175,-1,-1,-1,-1,"795 WILLOW RD",715,"MENLO PARK",USA,"SAN MATEO",594025,37.4652921,-122.1610052,"VA MEDICAL CENTER - MENLO PARK DIVISION",CA,OPEN,"(650) 614-9997",MILITARY,-1,http://www.paloalto.va.gov/,94025,-1,-1,-1,-1
2176,-1,-1,-1,-1,"147 N. BRENT STREET",242,VENTURA,USA,VENTURA,8593003,34.27464599,-119.2583026,"COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.cmhshealth.org/,93003,-1,-1,-1,-1
2177,-1,-1,-1,-1,"1306 MARICOPA HIGHWAY",25,OJAI,USA,VENTURA,32993023,34.44291519,-119.2643843,"OJAI VALLEY COMMUNITY HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.cmhhospital.org,93023,-1,-1,-1,-1
2178,-1,-1,-1,-1,"151 SOTOYOME STREET",60,"SANTA ROSA",USA,SONOMA,40795405,38.44173065,-122.7024603,"SANTA ROSA MEMORIAL HOSPITAL-SOTOYOME",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://stjosephhealth.org,95405,-1,-1,-1,-1
2179,-1,-1,-1,-1,"2050 VIBORG ROAD",11,SOLVANG,USA,"SANTA BARBARA",40893463,34.60208279,-120.1263039,"SANTA YNEZ VALLEY COTTAGE HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.cottagehealthsystem.org,93463,-1,-1,-1,-1
2180,-1,-1,-1,-1,"10 WOODLAND RD.",151,"ST. HELENA",USA,NAPA,45194574,38.54254929,-122.4748572,"ADVENTIST HEALTH ST. HELENA HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.sthelenahospital.org,94574,-1,-1,-1,-1
2181,-1,-1,-1,-1,"2450 ASHBY STREET",347,BERKELEY,USA,ALAMEDA,994705,37.85587637,-122.2572657,"ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.altabatessummit.com,94705,-1,-1,-1,-1
2182,-1,-1,-1,-1,"390 40TH STREET",50,OAKLAND,USA,ALAMEDA,49794609,37.82873934,-122.2593071,"THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL",CA,OPEN,"NOT AVAILABLE",REHABILITATION,-1,http://www.altabatessummit.org/thunderroad/,94609,-1,-1,-1,-1
2183,-1,-1,-1,-1,"5555 WEST LAS POSITAS BLVD.",167,PLEASANTON,USA,ALAMEDA,51694588,37.69359647,-121.8803076,"VALLEYCARE MEDICAL CENTER",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.valleycare.com,94588,-1,-1,-1,-1
2184,-1,-1,-1,-1,"525 WEST ACACIA",202,STOCKTON,USA,"SAN JOAQUIN",9795203,37.96167326,-121.300983,"DAMERON HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.dameronhospital.org,95203,-1,-1,-1,-1
2185,-1,-1,-1,-1,"1800 SPRING RIDGE DRIVE",38,SUSANVILLE,USA,LASSEN,3196130,40.43688328,-120.6277285,"BANNER LASSEN MEDICAL CENTER",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.bannerhealth.com/locations/california/banner,96130,-1,-1,-1,-1
2186,-1,-1,-1,-1,"1500 EAST DUARTE ROAD",217,DUARTE,USA,"LOS ANGELES",7091010,34.12980151,-117.971138,"CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.cityofhope.org,91010,-1,-1,-1,-1
2187,-1,-1,-1,-1,"1509 EAST WILSON TERRACE",515,GLENDALE,USA,"LOS ANGELES",14691206,34.15036297,-118.2300638,"GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.glendaleadventist.com,91206,-1,-1,-1,-1
2188,-1,-1,-1,-1,"1011 BALDWIN PARK BLVD.",272,"BALDWIN PARK",USA,"LOS ANGELES",18491706,34.06534422,-117.9856952,"KAISER PERMANENTE BALDWIN PARK MEDICAL CENTER",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.kaiserpermanente.org,91706,-1,-1,-1,-1
2189,-1,-1,-1,-1,"765 COLLEGE STREET",68,"LOS ANGELES",USA,"LOS ANGELES",19190012,34.06689734,-118.2434019,"KAISER FND HOSP - MENTAL HEALTH CENTER",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.kaiserpermanente.org,90012,-1,-1,-1,-1
2190,-1,-1,-1,-1,"23388 MULHOLLAND DRIVE",242,"WOODLAND HILLS",USA,"LOS ANGELES",30991364,34.15797825,-118.6366359,"MOTION PICTURE AND TELEVISION HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.mptvfund.org,91364,-1,-1,-1,-1
2191,-1,-1,-1,-1,"13222 BLOOMFIELD AVENUE",50,NORWALK,USA,"LOS ANGELES",32290650,33.91067119,-118.0641243,"NORWALK COMMUNITY HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.norwalkhospital.org/,90650,-1,-1,-1,-1
2192,-1,-1,-1,-1,"1250 EAST ALMOND AVENUE",106,MADERA,USA,MADERA,27293637,36.94381212,-120.0446582,"MADERA COMMUNITY HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.maderahospital.org,93637,-1,-1,-1,-1
2193,-1,-1,-1,-1,"2500 GRANT ROAD",300,"MOUNTAIN VIEW",USA,"SANTA CLARA",11894040,37.36945882,-122.0799957,"EL CAMINO HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.elcaminohospital.org,94040,-1,-1,-1,-1
2194,-1,-1,-1,-1,"3840 HOMESTEAD ROAD",24,"SANTA CLARA",USA,"SANTA CLARA",21995051,37.3363326,-122.0020314,"KAISER PERMANENTE P.H.F - SANTA CLARA",CA,OPEN,"NOT AVAILABLE",PSYCHIATRIC,-1,http://www.kaiserpermanente.org,95051,-1,-1,-1,-1
2195,-1,-1,-1,-1,"9400 NO NAME UNO",93,GILROY,USA,"SANTA CLARA",46295020,37.03655836,-121.571371,"ST. LOUISE REGIONAL HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.dochs.org,95020,-1,-1,-1,-1
2196,-1,-1,-1,-1,"2900 CHANTICLEER AVENUE",30,"SANTA CRUZ",USA,"SANTA CRUZ",48095065,36.98769976,-121.9774166,"SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.suttermatsurg.org,95065,-1,-1,-1,-1
2197,-1,-1,-1,-1,"75 NIELSON STREET",106,WATSONVILLE,USA,"SANTA CRUZ",52495076,36.92713067,-121.7929111,"WATSONVILLE COMMUNITY HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.watsonvillehospital.com,95076,-1,-1,-1,-1
2198,-1,-1,-1,-1,"1100 TROUSDALE DRIVE",281,BURLINGAME,USA,"SAN MATEO",4494010,37.5955287,-122.3828458,"BURLINGAME HEALTH CARE CENTER D/P SNF",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.sanmateomedicalcenter.org,94010,-1,-1,-1,-1
2199,-1,-1,-1,-1,"1501 TROUSDALE DRIVE",241,BURLINGAME,USA,"SAN MATEO",30094010,37.59251275,-122.3823236,"MILLS-PENINSULA MEDICAL CENTER",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.mills-peninsula.org,94010,-1,-1,-1,-1
2200,-1,-1,-1,-1,"170 ALAMEDA DE LAS PULGAS",208,"REDWOOD CITY",USA,"SAN MATEO",41794062,37.47936502,-122.2548843,"SEQUOIA HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.sequoiahospital.org,94062,-1,-1,-1,-1
2201,-1,-1,-1,-1,"1900 SULLIVAN AVENUE",357,"DALY CITY",USA,"SAN MATEO",41894015,37.67988504,-122.4742376,"SETON MEDICAL CENTER",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.setonmedicalcenter.org,94015,-1,-1,-1,-1
2202,-1,-1,-1,-1,"600 MARINE BOULEVARD",121,"MOSS BEACH",USA,"SAN MATEO",41994038,37.52639145,-122.5072766,"SETON MEDICAL CENTER - COASTSIDE",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.setonmedicalcenter.org,94038,-1,-1,-1,-1
2203,-1,-1,-1,-1,"180 ROLAND WAY",47,NOVATO,USA,MARIN,32394945,38.09925492,-122.5600245,"NOVATO COMMUNITY HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.novatocommunity.sutterhealth.org,94945,-1,-1,-1,-1
2204,-1,-1,-1,-1,"2823 FRESNO AND R STREETS",685,FRESNO,USA,FRESNO,8693721,36.74389038,-119.7852398,"COMMUNITY REGIONAL MEDICAL CENTER-FRESNO",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.communitymedical.org,93721,-1,-1,-1,-1
2205,-1,-1,-1,-1,"1303 EAST HERNDON AVENUE",436,FRESNO,USA,FRESNO,44693720,36.83508748,-119.7657629,"ST. AGNES MEDICAL CENTER",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.samc.com,93720,-1,-1,-1,-1
2206,-1,-1,-1,-1,"901 NEVIN",50,RICHMOND,USA,"CONTRA COSTA",19694804,37.93718466,-122.3613784,"KAISER FND HOSP - RICHMOND CAMPUS",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.kaiserpermanente.org,94804,-1,-1,-1,-1
2207,-1,-1,-1,-1,"1425 SOUTH MAIN STREET",233,"WALNUT CREEK",USA,"CONTRA COSTA",20994596,37.89134636,-122.0588393,"KAISER FND HOSP - WALNUT CREEK",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.kaiserpermanente.org,94596,-1,-1,-1,-1
2208,-1,-1,-1,-1,"4501 SAND CREEK ROAD",150,ANTIOCH,USA,"CONTRA COSTA",21594531,37.95099113,-121.7751382,"KAISER FOUND HSP-ANTIOCH",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.kaiserpermanente.org,94531,-1,-1,-1,-1
2209,-1,-1,-1,-1,"420 - 34TH STREET",426,BAKERSFIELD,USA,KERN,2993301,35.39134233,-119.0068733,"BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.bakersfieldmemorial.org,93301,-1,-1,-1,-1
2210,-1,-1,-1,-1,"1081 NORTH CHINA LAKE BLVD.",98,RIDGECREST,USA,KERN,37693555,35.64067202,-117.671251,"RIDGECREST REGIONAL HOSPITAL",CA,OPEN,"(760) 446-3551","GENERAL ACUTE CARE",-1,http://www.rrh.org,93555,-1,-1,-1,-1
2211,-1,-1,-1,-1,"4001 J STREET",419,SACRAMENTO,USA,SACRAMENTO,28795819,38.57006128,-121.4524684,"MERCY GENERAL HOSPITAL",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.mercygeneral.org,95819,-1,-1,-1,-1
2212,-1,-1,-1,-1,"2425 STOCKTON BLVD",80,SACRAMENTO,USA,SACRAMENTO,43095817,38.55296329,-121.45533,"SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,"http://www.shrinershospitalsforchildren.org/hospitals/locations/nort herncalifornia.aspx",95817,-1,-1,-1,-1
2213,-1,-1,-1,-1,"2700 DOLBEER STREET",138,EUREKA,USA,HUMBOLDT,45795501,40.78412185,-124.1422369,"ST. JOSEPH HOSPITAL - EUREKA",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.stjosepheureka.org,95501,-1,-1,-1,-1
2214,-1,-1,-1,-1,"16200 SAND CANYON AVENUE",84,IRVINE,USA,ORANGE,16792718,33.66070177,-117.7724095,"HOAG HOSPITAL IRVINE",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.hoag.org/pages/home.aspx,92718,-1,-1,-1,-1
2215,-1,-1,-1,-1,"ONE HOAG DRIVE",443,"NEWPORT BEACH",USA,ORANGE,16892663,33.62447112,-117.929302,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.hoag.org/pages/home.aspx,92663,-1,-1,-1,-1
2216,-1,-1,-1,-1,"6640 ALTON PARKWAY",174,IRVINE,USA,ORANGE,18992618,33.65823563,-117.7749278,"KAISER FND HOSP - ORANGE CO IRVINE",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.kaiserpermanente.org,92618,-1,-1,-1,-1
2217,-1,-1,-1,-1,"1100 WEST STEWART DRIVE",457,ORANGE,USA,ORANGE,45892868,33.7814698,-117.8642227,"ST. JOSEPH HOSPITAL - ORANGE",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.sjo.org,92868,-1,-1,-1,-1
2218,-1,-1,-1,-1,"1000 MEDICAL CENTER BOULEVARD",353,LAWRENCEVILLE,USA,GWINNETT,7130045,33.96367678,-84.01756345,"NORTHSIDE HOSPITAL GWINNETT",GA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.gwinnettmedicalcenter.org,30045,-1,-1,-1,-1
2219,-1,-1,-1,-1,"6325 HOSPITAL PARKWAY",110,"JOHNS CREEK",USA,FULTON,22730097,34.06667514,-84.17662808,"EMORY JOHNS CREEK HOSPITAL",GA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.emoryjohnscreek.com,30097,-1,-1,-1,-1
2220,-1,-1,-1,-1,"11 UPPER RIVERDALE ROAD SW",30,RIVERDALE,USA,CLAYTON,930274,33.5793287,-84.3891338,"SOUTHERN CRESCENT HOSPITAL FOR SPECIALTY CARE",GA,OPEN,"NOT AVAILABLE","LONG TERM CARE",-1,http://www.dubuis.org/southerncrescenthospitalforspecialtycare,30274,-1,-1,-1,-1
2221,-1,-1,-1,-1,"898 COLLEGE STREET",17,MONTICELLO,USA,JASPER,4631064,33.31419258,-83.68648212,"JASPER MEMORIAL HOSPITAL",GA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.jaspermemorialhospital.org,31064,-1,-1,-1,-1
2222,-1,-1,-1,-1,"450 NORTH CANDLER STREET",76,DECATUR,USA,DEKALB,13630030,33.77747,-84.29291696,"EMORY LONG TERM CARE",GA,OPEN,"(404) 377-0221","LONG TERM CARE",-1,http://www.dekalbmedical.org/locations/locations-module/dekalb-medical-downtown-decatur/,30030,-1,-1,-1,-1
2223,-1,-1,-1,-1,"120 OSCHNER BLVD",180,GRETNA,USA,JEFFERSON,13370056,29.88431261,-90.02760604,"OCHSNER MEDICAL CENTER-WEST BANK",LA,OPEN,"(504) 371-9355","GENERAL ACUTE CARE",-1,http://www.ochsner.org/locations/west_bank/,70056,-1,-1,-1,-1
2224,-1,-1,-1,-1,"706 ROSS ST",21,"OAK GROVE",USA,"WEST CARROLL",20971263,32.86829874,-91.38238199,"WEST CARROLL MEMORIAL HOSPITAL",LA,OPEN,"(318) 428-3237","GENERAL ACUTE CARE",-1,wchsystems.com/?,71263,-1,-1,-1,-1
2225,-1,-1,-1,-1,"2400 HOSPITAL DR",134,"BOSSIER CITY",USA,BOSSIER,21571111,32.55833027,-93.71820586,"WK BOSSIER HEALTH CENTER",LA,OPEN,"(318) 212-7000","GENERAL ACUTE CARE",-1,http://www.wkhs.com/wkb/,71111,-1,-1,-1,-1
2226,-1,-1,-1,-1,"810 S BROADWAY ST",25,"CHURCH POINT",USA,ACADIA,1570525,30.39559563,-92.21114982,"ACADIA-ST. LANDRY HOSPITAL",LA,OPEN,"(337) 684-5435","GENERAL ACUTE CARE",-1,http://www.aslh.org,70525,-1,-1,-1,-1
2227,-1,-1,-1,-1,"100 MEDICAL CENTER DR",110,SLIDELL,USA,"ST. TAMMANY",13270461,30.28718569,-89.74265678,"OCHSNER MEDICAL CENTER-NORTH SHORE",LA,OPEN,"(985) 649-7070","GENERAL ACUTE CARE",-1,http://www.ochsner.org/locations/northshore,70461,-1,-1,-1,-1
2228,-1,-1,-1,-1,"1634 ELTON RD",60,JENNINGS,USA,"JEFFERSON DAVIS",8370546,30.23944135,-92.66293514,"JENNINGS AMERICAN LEGION HOSPITAL",LA,OPEN,"(337) 616-7000","GENERAL ACUTE CARE",-1,http://www.jalh.com,70546,-1,-1,-1,-1
2229,-1,-1,-1,-1,"210 CHAMPAGNE BLVD",25,"BREAUX BRIDGE",USA,"ST. MARTIN",18970517,30.28279209,-91.88985828,"ST. MARTIN HOSPITAL",LA,OPEN,"(337) 332-2178","GENERAL ACUTE CARE",-1,http://www.stmartinhospital.org,70517,-1,-1,-1,-1
2230,-1,-1,-1,-1,"2600 GREENWOOD RD",896,SHREVEPORT,USA,CADDO,21271103,32.48441774,-93.7799172,"WILLIS-KNIGHTON MEDICAL CENTER",LA,OPEN,"(318) 212-4000","GENERAL ACUTE CARE",-1,http://www.wkhs.com,71103,-1,-1,-1,-1
2231,-1,-1,-1,-1,"900 W CLAIREMONT AVE",344,"EAU CLAIRE",USA,"EAU CLAIRE",2554701,44.79446577,-91.51066676,"SACRED HEART HSPTL",WI,OPEN,"(715) 717-4131","GENERAL ACUTE CARE",-1,http://www.sacredhearteauclaire.org,54701,-1,-1,-1,-1
2232,-1,-1,-1,-1,"800 COMPASSION WAY",25,DODGEVILLE,USA,IOWA,4653533,42.95132396,-90.12946277,"UPLAND HILLS HLTH",WI,OPEN,"(608) 930-8000","GENERAL ACUTE CARE",-1,http://www.uplandhillshealth.org,53533,-1,-1,-1,-1
2233,-1,-1,-1,-1,"333 E SECOND ST",25,"RICHLAND CENTER",USA,RICHLAND,11053581,43.33870228,-90.38227434,"RICHLAND HSPTL",WI,OPEN,"(608) 647-6321","GENERAL ACUTE CARE",-1,http://www.richlandhospital.com,53581,-1,-1,-1,-1
2234,-1,-1,-1,-1,"3200 PLEASANT VALLEY ROAD",70,"WEST BEND",USA,WASHINGTON,13853095,43.35575884,-88.19509696,"ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND INC",WI,OPEN,"(262) 334-5533","GENERAL ACUTE CARE",-1,http://www.stjosephswbclinic.com,53095,-1,-1,-1,-1
2235,-1,-1,-1,-1,"601 GROVE AVE, PO BOX 243",25,"WILD ROSE",USA,WAUSHARA,14854984,44.18356053,-89.2460595,"THEDACARE MEDICAL CENTER WILD ROSE COM MEM HOSPITAL INC",WI,OPEN,"(920) 622-3257","GENERAL ACUTE CARE",-1,http://www.wildrosehospital.org,54984,-1,-1,-1,-1
2236,-1,-1,-1,-1,"5000 SAN BERNARDINO STREET",102,MONTCLAIR,USA,"SAN BERNARDINO",72091763,34.07875777,-117.6959766,"MONTCLAIR HOSPITAL MEDICAL CENTER",CA,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.montclair-hospital.org/,91763,-1,-1,-1,-1
2237,-1,-1,-1,-1,"1812 VERDUGO BOULEVARD",158,GLENDALE,USA,"LOS ANGELES",73491208,34.20488886,-118.21598,"USC VERDUGO HILLS HOSPITAL",CA,OPEN,"(818) 790-7100","GENERAL ACUTE CARE",-1,http://uscvhh.org/,91208,-1,-1,-1,-1
2238,-1,-1,-1,-1,"1001 JOHNSON FERRY RD",319,ATLANTA,USA,FULTON,82830342,33.90608164,-84.35395184,"CHILDRENS HEALTHCARE OF ATLANTA AT SCOTTISH RITE",GA,OPEN,"(404) 785-5437",CHILDREN,-1,http://www.choa.org/,30342,-1,-1,-1,-1
2239,-1,-1,-1,-1,"2701 N DECATUR ROAD",451,DECATUR,USA,DEKALB,83030033,33.79108914,-84.2829101,"EMORY DECATUR HOSPITAL",GA,OPEN,"(404) 501-1000","GENERAL ACUTE CARE",-1,http://www.dekalbmedical.org/,30033,-1,-1,-1,-1
2240,-1,-1,-1,-1,"4600 W SCHROEDER DRIVE",56,"BROWN DEER",USA,MILWAUKEE,17953223,43.18730941,-87.9676262,"ROGERS MEMORIAL HOSPITAL BROWN DEER",WI,OPEN,"(414) 865-2500",PSYCHIATRIC,-1,https://rogershospital.org/locations/brown-deer,53223,-1,-1,-1,-1
2241,-1,-1,-1,-1,"1131 NO. CHINA LAKE BOULEVARD",99,RIDGECREST,USA,KERN,58893555,35.64090045,-117.6726311,"RIDGECREST REGIONAL HOSPITAL TRANSITIONAL CARE & REHABILITATION",CA,OPEN,"NOT AVAILABLE",REHABILITATION,-1,http://rrh.org/hospital-services/tcru/,93555,-1,-1,-1,-1
2242,-1,-1,-1,-1,"110 IRVING STREET NW",926,WASHINGTON,USA,"DISTRICT OF COLUMBIA",620010,38.92965194,-77.0156483,"MEDSTAR WASHINGTON HOSPITAL CENTER",DC,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://www.whcenter.org/,20010,-1,-1,-1,-1
2243,-1,-1,-1,-1,"900 23RD STREET NW",339,WASHINGTON,USA,"DISTRICT OF COLUMBIA",1220037,38.90131901,-77.05063668,"GEORGE WASHINGTON UNIVERSITY HOSPITAL",DC,OPEN,"NOT AVAILABLE","GENERAL ACUTE CARE",-1,http://gwhospital.com/,20037,-1,-1,-1,-1
2244,-1,-1,-1,-1,"11040 N STATE RD 77",25,HAYWARD,USA,SAWYER,12554843,46.0347968,-91.48574688,"HAYWARD AREA MEMORIAL HOSPITAL",WI,OPEN,"(715) 934-4321","GENERAL ACUTE CARE",-1,http://www.hamhnh.com,54843,-1,-1,-1,-1
2245,-1,-1,-1,-1,"9655 W BOYNTON BEACH BLVD",401,"BOYNTON BEACH",USA,"PALM BEACH",35733472,26.52972805,-80.19976772,"BETHESDA HOSPITAL WEST",FL,OPEN,"(561) 737-7733","GENERAL ACUTE CARE",-1,http://www.bethesdawest.org/,33472,-1,-1,-1,-1
2246,-1,-1,-1,-1,"17240 CORTEZ BLVD",120,BROOKSVILLE,USA,HERNANDO,4134601,28.53883382,-82.4434916,"BAYFRONT HEALTH BROOKSVILLE",FL,OPEN,"(352) 796-5111","GENERAL ACUTE CARE",-1,www.bayfrontbrooksville.com,34601,-1,-1,-1,-1
2247,-1,-1,-1,-1,"307 BOATNER RD",-999,"EGLIN AFB",USA,OKALOOSA,44332542,30.46083986,-86.55523265,"96TH MEDICAL GROUP-EGLIN HOSPITAL",FL,OPEN,"(850) 883-8600",MILITARY,-1,http://www.eglin.af.mil/units/eglinhospital.asp,32542,-1,-1,-1,-1
