fid,address,alt_name,beds,city,country,county,countyfips,helipad,id,latitude,longitude,naics_code,naics_desc,name,owner,population,source,sourcedate,st_fips,state,status,telephone,trauma,type,val_date,val_method,website,zip
1602,"2605 CIRCLE DR","NOT AVAILABLE",140,JAMESTOWN,USA,STUTSMAN,38093,N,5058402,46.88433277,-98.68474853,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","NORTH DAKOTA STATE HOSPITAL","GOVERNMENT - STATE",140,http://www.ndhealth.gov/hf/north_dakota_hospitals_critical_access.htm,"8/9/2019 0:00",38,ND,OPEN,"(701) 253-3650","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY,http://www.nd.gov/dhs/locations/statehospital/,58402
1603,"HWY 281 N","NOT AVAILABLE",20,CANDO,USA,TOWNER,38095,Y,4058324,48.493022,-99.21113613,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","TOWNER COUNTY MEDICAL CENTER",NON-PROFIT,20,http://www.ndhealth.gov/hf/north_dakota_hospitals_critical_access.htm,"8/9/2019 0:00",38,ND,OPEN,"(701) 968-4411","NOT AVAILABLE","CRITICAL ACCESS","3/12/2014 0:00",IMAGERY/OTHER,tcmedcenter.org,58324
1604,"42 6TH AVENUE SE","NOT AVAILABLE",25,MAYVILLE,USA,TRAILL,38097,N,1958257,47.50074328,-97.31690787,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SANFORD MAYVILLE",NON-PROFIT,25,http://www.ndhealth.gov/hf/north_dakota_hospitals_critical_access.htm,"8/9/2019 0:00",38,ND,OPEN,"(701) 786-3800","NOT AVAILABLE","CRITICAL ACCESS","2/10/2014 0:00",IMAGERY/OTHER,http://www.unionhospital.com,58257
1605,"213 SECOND AVE NE","NOT AVAILABLE",25,ROLLA,USA,ROLETTE,38079,N,2658367,48.86264241,-99.61555784,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","PRESENTATION MEDICAL CENTER",NON-PROFIT,25,http://www.ndhealth.gov/hf/north_dakota_hospitals_critical_access.htm,"8/9/2019 0:00",38,ND,OPEN,"(701) 477-3161","NOT AVAILABLE","CRITICAL ACCESS","2/10/2014 0:00",IMAGERY,http://www.pmc-rolla.com,58367
1606,"1301 15TH AVE W","NOT AVAILABLE",25,WILLISTON,USA,WILLIAMS,38105,Y,4258801,48.15595076,-103.6460137,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","CHI ST ALEXIUS HEALTH WILLISTON",NON-PROFIT,25,http://www.ndhealth.gov/hf/north_dakota_hospitals_critical_access.htm,"8/9/2019 0:00",38,ND,OPEN,"(701) 774-7400","NOT AVAILABLE","CRITICAL ACCESS","2/10/2014 0:00",IMAGERY,http://www.mercy-williston.org,58801
1607,"8416 CUMBERLAND","NOT AVAILABLE",24,"BATON ROUGE",USA,"EAST BATON ROUGE",22033,N,182870806,30.44479763,-91.09756236,622210,"PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS","REGIONS BEHAVIORAL HOSPITAL","NOT AVAILABLE",-999,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,"10/9/2019 0:00",22,LA,OPEN,"(225) 408-6060","NOT AVAILABLE",PSYCHIATRIC,"5/5/2020 0:00",IMAGERY/OTHER,https://www.regionsbh.com/,70806
1608,"6601 CENTRAL FLORIDA PKWY","NOT AVAILABLE",174,ORLANDO,USA,ORANGE,12095,N,5932821,28.40911405,-81.46959339,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","CENTRAL FLORIDA BEHAVIORAL HOSPITAL",PROPRIETARY,174,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(407) 370-0111","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY,http://www.centralfloridabehavioral.com,32821
1609,"1503 MAIN ST","NOT AVAILABLE",23,CREIGHTON,USA,KNOX,31107,Y,6468729,42.46591834,-97.91689794,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","AVERA CREIGHTON HOSPITAL",NON-PROFIT,23,http://dhhs.ne.gov/publichealth/documents/hospital%20roster.pdf,"8/9/2019 0:00",31,NE,OPEN,"(402) 358-5700","LEVEL IV","CRITICAL ACCESS","4/7/2020 0:00",IMAGERY,http://www.avera.org/creighton/,68729
1610,"601 E ROLLINS ST","NOT AVAILABLE",1368,ORLANDO,USA,ORANGE,12095,Y,10232803,28.57441435,-81.36999643,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ADVENTHEALTH ORLANDO",NON-PROFIT,1368,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(407) 303-5600","NOT AVAILABLE","GENERAL ACUTE CARE","2/14/2014 0:00",IMAGERY,https://www.floridahospital.com/orlando,32803
1611,"7727 LAKE UNDERHILL RD","NOT AVAILABLE",295,ORLANDO,USA,ORANGE,12095,Y,11832822,28.53998025,-81.28154012,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ADVENTHEALTH EAST ORLANDO",NON-PROFIT,295,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(407) 303-8110","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,https://www.floridahospital.com/eastorlando,32822
1612,"10000 W COLONIAL DR","NOT AVAILABLE",211,OCOEE,USA,ORANGE,12095,Y,15534761,28.54966242,-81.52765993,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","HEALTH CENTRAL","GOVERNMENT - DISTRICT/AUTHORITY",211,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(407) 296-1000","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.healthcentral.org,34761
1613,"2250 BEDFORD RD","NOT AVAILABLE",35,ORLANDO,USA,ORANGE,12095,N,34232803,28.57229673,-81.3704418,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SELECT SPECIALTY HOSPITAL - ORLANDO NORTH",PROPRIETARY,35,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(407) 303-7869","NOT AVAILABLE","LONG TERM CARE","2/10/2014 0:00",IMAGERY,http://www.selectspecialtyhospitals.com/company/locations/orlando.aspx,32803
1614,"2906 17TH ST","NOT AVAILABLE",84,"SAINT CLOUD",USA,OSCEOLA,12097,Y,38334769,28.24362232,-81.30280672,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST CLOUD REGIONAL MEDICAL CENTER",PROPRIETARY,84,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(407) 892-2135","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.stcloudregional.com,34769
1615,"2815 S SEACREST BLVD","NOT AVAILABLE",401,"BOYNTON BEACH",USA,"PALM BEACH",12099,Y,3333435,26.50505723,-80.07056397,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","BETHESDA HOSPITAL EAST",NON-PROFIT,401,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(561) 737-7733","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.bethesdaweb.com,33435
1616,"1309 N FLAGLER DR","NOT AVAILABLE",333,"WEST PALM BEACH",USA,"PALM BEACH",12099,Y,14133401,26.72546173,-80.05188127,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","GOOD SAMARITAN MEDICAL CENTER",PROPRIETARY,333,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(561) 655-5511","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.goodsamaritanmc.com,33401
1617,"2201 45TH ST","NOT AVAILABLE",245,"WEST PALM BEACH",USA,"PALM BEACH",12099,N,6833407,26.76132359,-80.08787269,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","JFK MEDICAL CENTER NORTH CAMPUS",PROPRIETARY,245,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(561) 842-6141","NOT AVAILABLE","GENERAL ACUTE CARE","11/5/2013 0:00",IMAGERY,http://westpalmhospital.com/,33407
1618,"5555 W BLUE HERON BLVD","NOT AVAILABLE",70,"RIVIERA BEACH",USA,"PALM BEACH",12099,N,19933418,26.78297895,-80.11045934,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","KINDRED HOSPITAL PALM BEACHES",PROPRIETARY,70,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(561) 840-0754","NOT AVAILABLE","LONG TERM CARE","2/10/2014 0:00",IMAGERY,http://www.khthepalmbeaches.com/,33418
1619,"901 45TH ST","NOT AVAILABLE",460,"WEST PALM BEACH",USA,"PALM BEACH",12099,Y,39133407,26.75587114,-80.06246203,622110,"CHILDREN'S HOSPITALS, GENERAL","ST MARY'S MEDICAL CENTER",PROPRIETARY,460,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(561) 844-6300","LEVEL I","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.stmarysmc.com,33407
1620,"21644 STATE RD 7","NOT AVAILABLE",195,"BOCA RATON",USA,"PALM BEACH",12099,Y,42033428,26.35619626,-80.19918858,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","WEST BOCA MEDICAL CENTER",PROPRIETARY,195,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(561) 488-8000","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.westbocamedctr.com,33428
1621,"7305 N MILITARY TRAIL","NOT AVAILABLE",236,"WEST PALM BEACH",USA,"PALM BEACH",12099,N,42633410,26.78492803,-80.11247524,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","WEST PALM BEACH VA MEDICAL CENTER","GOVERNMENT - FEDERAL",236,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(800) 972-8262","NOT AVAILABLE",MILITARY,"2/10/2014 0:00",IMAGERY,http://www.westpalmbeach.va.gov/,33410
1622,"1395 S PINELLAS AVE","NOT AVAILABLE",168,"TARPON SPRINGS",USA,PINELLAS,12103,Y,12934689,28.13293382,-82.75778618,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ADVENTHEALTH NORTH PINELLAS",NON-PROFIT,168,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(727) 942-5000","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.fhnorthpinellas.com/,34689
1623,"300 PINELLAS ST","NOT AVAILABLE",613,CLEARWATER,USA,PINELLAS,12103,Y,26833756,27.95281675,-82.80369684,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","MORTON PLANT HOSPITAL",NON-PROFIT,613,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(727) 462-7000","NOT AVAILABLE","GENERAL ACUTE CARE","3/12/2014 0:00",IMAGERY,http://www.mortonplant.com,33756
1624,"6500 38TH AVE N","NOT AVAILABLE",215,"SAINT PETERSBURG",USA,PINELLAS,12103,N,39333710,27.80543921,-82.72753874,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST PETERSBURG GENERAL HOSPITAL",PROPRIETARY,215,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(727) 384-1414","NOT AVAILABLE","GENERAL ACUTE CARE","11/5/2013 0:00",IMAGERY,http://www.stpetegeneral.com,33710
1625,"4200 SUN N LAKE BLVD","NOT AVAILABLE",147,SEBRING,USA,HIGHLANDS,12055,Y,12233872,27.53975127,-81.50920998,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ADVENTHEALTH SEBRING",NON-PROFIT,147,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(863) 314-4466","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.fhheartland.org/,33872
1626,"2600 CENTER STREET NE","NOT AVAILABLE",27,"NE SALEM",USA,MARION,41047,N,2997301,44.93903948,-123.0045771,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","OREGON STATE HOSPITAL- SALEM","GOVERNMENT - STATE",27,https://public.health.oregon.gov/providerpartnerresources/healthcareprovidersfacilities/healthcarehealthcareregulationqualityimprovement/pages/forms.aspx#hospital,"8/10/2019 0:00",41,OR,OPEN,"NOT AVAILABLE","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY/OTHER,http://www.oregon.gov/oha/osh/pages/about.aspx,97301
1627,"3100 E FLETCHER AVE","NOT AVAILABLE",365,TAMPA,USA,HILLSBOROUGH,12057,Y,13233613,28.07109597,-82.42406118,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ADVENTHEALTH TAMPA",NON-PROFIT,365,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(813) 971-6000","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.uch.org,33613
1628,"13000 BRUCE B DOWNS BLVD","NOT AVAILABLE",93,TAMPA,USA,HILLSBOROUGH,12057,N,18933612,28.0644091,-82.42927702,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","JAMES A HALEY VETERANS' HOSPITAL","GOVERNMENT - FEDERAL",93,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(813) 972-2000","NOT AVAILABLE",MILITARY,"2/10/2014 0:00",IMAGERY,http://www.tampa.va.gov/,33612
1629,"12502 USF PINE DR","NOT AVAILABLE",60,TAMPA,USA,HILLSBOROUGH,12057,N,36033612,28.06156052,-82.42284161,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SHRINERS HOSPITALS FOR CHILDREN - TAMPA",NON-PROFIT,60,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(813) 972-2250","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.shrinershospitalsforchildren.org/hospitals/locations/tam,33612
1630,"301 N ALEXANDER ST","NOT AVAILABLE",147,"PLANT CITY",USA,HILLSBOROUGH,12057,Y,36433563,28.01567885,-82.13892936,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SOUTH FLORIDA BAPTIST HOSPITAL",NON-PROFIT,147,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(813) 757-1200","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.sjbhealth.org/home_south.cfm?id=587,33563
1631,"4211 VAN DYKE RD","NOT AVAILABLE",108,LUTZ,USA,HILLSBOROUGH,12057,Y,38833558,28.12958012,-82.50967559,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST JOSEPH'S HOSPITAL NORTH",NON-PROFIT,108,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(813) 443-7000","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://stjosephsnorth.com/,33558
1632,"7007 GROVE RD","NOT AVAILABLE",66,BROOKSVILLE,USA,HERNANDO,12053,N,37734609,28.53293554,-82.48420867,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SPRINGBROOK HOSPITAL",NON-PROFIT,66,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(352) 596-4306","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY,http://springbrookhospital.org/,34609
1633,"7765 S COUNTY RD 231","NOT AVAILABLE",133,"LAKE BUTLER",USA,UNION,12125,N,32432054,29.98843525,-82.35763525,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","RECEPTION AND MEDICAL CENTER HOSPITAL","GOVERNMENT - STATE",133,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(386) 496-6120","NOT AVAILABLE","GENERAL ACUTE CARE","11/5/2013 0:00",IMAGERY,http://www.dc.state.fl.us,32054
1634,"5731 BEE RIDGE RD","NOT AVAILABLE",155,SARASOTA,USA,SARASOTA,12115,N,7834233,27.30195763,-82.45335061,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","DOCTORS HOSPITAL OF SARASOTA",PROPRIETARY,155,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(941) 342-1100","NOT AVAILABLE","GENERAL ACUTE CARE","11/6/2013 0:00",IMAGERY,http://www.doctorsofsarasota.com,34233
1635,"636 DEL PRADO BLVD","NOT AVAILABLE",291,"CAPE CORAL",USA,LEE,12071,Y,5533990,26.63920518,-81.9420225,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","CAPE CORAL HOSPITAL","GOVERNMENT - DISTRICT/AUTHORITY",291,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(239) 424-2000","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.leememorial.org,33990
1636,"701 W PLYMOUTH AVE","NOT AVAILABLE",164,DELAND,USA,VOLUSIA,12127,Y,11532721,29.04365274,-81.31734404,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ADVENTHEALTH DELAND",NON-PROFIT,164,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(386) 943-4522","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.fhdeland.org,32721
1637,"264 S ATLANTIC AVE","NOT AVAILABLE",80,"ORMOND BEACH",USA,VOLUSIA,12127,N,13032176,29.28463668,-81.03686657,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","FLORIDA HOSPITAL OCEANSIDE",NON-PROFIT,80,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(386) 231-3909","NOT AVAILABLE",REHABILITATION,"2/10/2014 0:00",IMAGERY,https://www.floridahospital.com/oceanside,32176
1638,"841 JIMMY ANN DR","NOT AVAILABLE",30,"DAYTONA BEACH",USA,VOLUSIA,12127,N,15432117,29.21401967,-81.06859327,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","HALIFAX PSYCHIATRIC CENTER-NORTH","GOVERNMENT - DISTRICT/AUTHORITY",30,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(386) 274-5333","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY,http://www.halifaxhealth.org/behavioral-services,32117
1639,"410 S 11TH ST","NOT AVAILABLE",160,"LAKE WALES",USA,POLK,12105,Y,21233853,27.89619993,-81.56527627,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","LAKE WALES MEDICAL CENTER",PROPRIETARY,160,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(863) 676-1433","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.lakewalesmedicalcenter.com,33853
1640,"701 W COCOA BEACH CSWY","NOT AVAILABLE",150,"COCOA BEACH",USA,BREVARD,12009,Y,5432931,28.3601248,-80.62298517,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","CAPE CANAVERAL HOSPITAL",NON-PROFIT,150,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(321) 799-7111","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.health-first.org,32931
1641,"110 LONGWOOD AVE","NOT AVAILABLE",298,ROCKLEDGE,USA,BREVARD,12009,Y,44032955,28.3349938,-80.72282544,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ROCKLEDGE REGIONAL MEDICAL CENTER",PROPRIETARY,298,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(321) 636-2211","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.wuesthoff.org,32955
1642,"4725 N FEDERAL HWY","NOT AVAILABLE",557,"FORT LAUDERDALE",USA,BROWARD,12011,N,17533308,26.18646107,-80.1199379,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","HOLY CROSS HOSPITAL",NON-PROFIT,557,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(954) 771-8000","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.holy-cross.com,33308
1643,"1901 SW 172ND AVE","NOT AVAILABLE",178,MIRAMAR,USA,BROWARD,12011,N,25133029,25.99086815,-80.37275118,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","MEMORIAL HOSPITAL MIRAMAR","GOVERNMENT - DISTRICT/AUTHORITY",178,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(954) 538-4800","NOT AVAILABLE","GENERAL ACUTE CARE","11/7/2013 0:00",IMAGERY,http://www.mhs.net,33029
1644,"1200 KENNEDY DR","NOT AVAILABLE",49,"KEY WEST",USA,MONROE,12087,N,7333040,24.5641986,-81.767407,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","DEPOO HOSPITAL",PROPRIETARY,49,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(305) 294-5531","NOT AVAILABLE","GENERAL ACUTE CARE","11/7/2013 0:00",IMAGERY,http://www.lkmc.com/locations/depoo-medical-building,33040
1645,"401 NW 42ND AVE","NOT AVAILABLE",264,PLANTATION,USA,BROWARD,12011,N,31733317,26.12640945,-80.20526766,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","PLANTATION GENERAL HOSPITAL",PROPRIETARY,264,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(954) 587-5010","NOT AVAILABLE","GENERAL ACUTE CARE","11/7/2013 0:00",IMAGERY,http://www.plantationgeneral.com,33317
1646,"7201 N UNIVERSITY DR","NOT AVAILABLE",317,TAMARAC,USA,BROWARD,12011,Y,40933321,26.21215033,-80.2541543,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","UNIVERSITY HOSPITAL AND MEDICAL CENTER",PROPRIETARY,317,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(954) 721-2200","NOT AVAILABLE","GENERAL ACUTE CARE","11/7/2013 0:00",IMAGERY,http://www.uhmchealth.com,33321
1647,"91500 OVERSEAS HWY","NOT AVAILABLE",25,TAVERNIER,USA,MONROE,12087,Y,23733070,25.00615654,-80.52230508,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","MARINERS HOSPITAL",NON-PROFIT,25,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(305) 434-3000","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://baptisthealth.net/en/facilities/mariners-hospital/pages/default.aspx,33070
1648,"1100 NW 95TH ST","NOT AVAILABLE",337,MIAMI,USA,MIAMI-DADE,12086,N,28133150,25.85978595,-80.21470411,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","NORTH SHORE MEDICAL CENTER",PROPRIETARY,337,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(305) 835-6000","NOT AVAILABLE","GENERAL ACUTE CARE","11/8/2013 0:00",IMAGERY,http://www.northshoremedical.com,33150
1649,"18680 SW 376 ST","NOT AVAILABLE",249,"FLORIDA CITY",USA,MIAMI-DADE,12086,N,36633034,25.41940645,-80.49142975,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SOUTH FLORIDA EVALUATION AND TREATMENT CENTER",PROPRIETARY,249,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(786) 349-6000","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY,http://www.geocarellc.com/locations/southfloridaevaluationandtreatmentcenter.aspx,33034
1650,"6200 SW 73RD ST","NOT AVAILABLE",436,MIAMI,USA,MIAMI-DADE,12086,N,36933143,25.70210777,-80.29427318,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","SOUTH MIAMI HOSPITAL",NON-PROFIT,436,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(786) 662-4000","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.baptisthealth.net,33143
1651,"4600 SW 46TH CT","NOT AVAILABLE",94,OCALA,USA,MARION,12083,N,42534474,29.14110103,-82.20008112,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","WEST MARION COMMUNITY HOSPITAL",PROPRIETARY,94,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(352) 291-3000","NOT AVAILABLE","GENERAL ACUTE CARE","11/8/2013 0:00",IMAGERY,http://ocalahealthsystem.com/about/west-marion-community-hospital.dot,34474
1652,"442 NASHUA ROAD","NOT AVAILABLE",-999,MILFORD,USA,HILLSBOROUGH,33011,N,503055,42.8290129,-71.63379017,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","ST JOSEPH HOSPITAL MILFORD MED CTR",NON-PROFIT,-999,http://www.dhhs.nh.gov/oos/bhfa/documents/licensedfacilities.pdf,"8/9/2019 0:00",33,NH,OPEN,"(603) 673-5623","NOT AVAILABLE","GENERAL ACUTE CARE","2/10/2014 0:00",IMAGERY,http://www.stjosephhospital.com/about/milford-medical-center,3055
1653,"2020 26TH AVE E","NOT AVAILABLE",37,BRADENTON,USA,MANATEE,12081,N,23234208,27.47565517,-82.53968647,622110,"GENERAL MEDICAL AND SURGICAL HOSPITALS","CENTERSTONE OF FLORIDA",PROPRIETARY,37,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,"8/15/2019 0:00",12,FL,OPEN,"(941) 782-4299","NOT AVAILABLE",PSYCHIATRIC,"2/10/2014 0:00",IMAGERY,http://www.manateeglens.org,34208
